# Pakistan Customs Tariff,2025-26,generated 2026-08-31,7594 codes,source: FBR published tariff (no token required)
Code,Description
9026.1020,"Dipstick/ gauge oil level for engines of motor cars of heading 87.03 and vehicles of sub-headings 8703.2113,"
9026.1030,Other for motor cars and vehicles
9026.1090,Other
9026.2000,For measuring or checking pressure
9026.8000,Other instruments or apparatus
9026.9000,Parts and accessories
9027.1000,Gas or smoke analysis apparatus
9027.2000,Chromatographs and electrophoresis instruments
9027.3000,"Spectrometers, spectrophotometers and spectrographs using optical radiations (UV, visible, IR)"
9027.5000,"Other instruments and apparatus using optical radiations (UV, visible,IR)"
9027.8100,Mass spectrometers
9027.8900,Other
9027.9000,Microtomes; parts and accessories
9028.1000,Gas meters
9028.2000,Liquid meters
9028.3000,Electricity meters - Parts and accessories
9028.9010,"Shaft without rotating disc, register assembly and meter bearing assembly for electricity meter"
9028.9020,Other of electricity meters
9028.9090,Other
9029.1010,Taximeters and pedometers
9029.1020,Mileo meters
9029.1090,Other - Speed indicators and tachometers; stroboscopes: - - - Speed indicators and tachometers
9029.2011,"Mechanical type for motor cars of heading 8703 (not exceeding 800cc), vehicles of heading 87.11 and vehicles of sub - heading 8704.3190"
9029.2012,RPM meter for agricultural tractors of sub-headings
9029.2013,Speed indicator and techometers for other motor cars and vehicles
9029.2019,Other
9029.2020,Stroboscopes
9029.9000,Parts and accessories
9030.1000,Instruments and apparatus for measuring or detecting ionising radiations
9030.2000,"Oscilloscopes and oscillographs - Other instruments and apparatus, for measuring or checking voltage, current, resistance or power (other than those for measuring or checking semiconductor wafers or"
9030.3100,Multimeters without a recording device
9030.3200,"Multimeters with a recording device - - Other, without a recording device"
9030.3310,Battery meters for agricultural tractors of sub-headings
9030.3320,Other for motor cars and vehicles
9030.3330,Ampere-meter
9030.3390,Other
9030.3900,"Other, with a recording device"
9030.4000,"Other instruments and apparatus, specially designed for telecommunications (for example, cross-talk meters, gain measuring instruments, distortion factor meters, psophometers)"
9030.8200,For measuring or checking semiconductor wafers or devices (including integrated circuits)
9030.8400,"Other, with a recording device"
9030.8900,Other
9030.9000,Parts and accessories
9031.1000,Machines for balancing mechanical parts
9031.2000,Test benches - Other optical instruments and appliances
9031.4100,For inspecting semiconductor wafers or devices (including integrated circuits) or for inspecting photomasks or reticles used in manufacturing semiconductor devices (including integrated circuits)
9031.4900,Other
9031.8000,"Other instruments, appliances and machines"
9031.9000,Parts and accessories
9032.1010,"Of a kind used in refrigerators, deep-freezers and air-conditioners"
9032.1090,Other
9032.2000,Manostats - Other instruments and apparatus
9032.8100,Hydraulic or pneumatic - - Other
9032.8910,Temperature control switches for vehicles of sub - heading 8703.2115 and 8704.3150
9032.8920,Other for motor cars and vehicles
9032.8990,Other
9032.9000,Parts and accessories
9033.0010,Of hearings aids
9033.0020,Pacing wire
9033.0090,Other
9101.1100,With mechanical display only
9101.1900,"Other - Other wrist-watches, whether or not incorporating a stop-watch facility"
9101.2100,With automatic winding
9101.2900,Other - Other
9101.9100,Electrically operated
9101.9900,Other
9102.1100,With mechanical display only
9102.1200,With opto-electronic display only
9102.1900,"Other - Other wrist-watches, whether or not incorporating a stop-watch facility"
9102.2100,With automatic winding
9102.2900,Other - Other
9102.9100,Electrically operated
9102.9900,Other
9103.1000,Electrically operated
9103.9000,Other
9104.0010,For aircraft and spacecraft
9104.0020,"For vehicles of sub-heading 8703.2323, 8703.3223 and 8704.2190"
9104.0030,Other for motor cars and vehicles
9104.0090,Other
9105.1100,Electrically operated
9105.1900,Other - Wall clocks
9105.2100,Electrically operated
9105.2900,Other - Other
9105.9100,Electrically operated
9105.9900,Other
9106.1010,Hour meters / tractor meters for agricultural tractors of sub-headings 8701.9220 and 8701.9320
9106.1020,Other for motor cars and vehicles
9106.1090,Other
9106.9000,Other
9107.0000,Time switches with clock or watch movement or with synchronous motor
9108.1100,With mechanical display only or with a device to which a mechanical display can be incorporated
9108.1200,With opto-electronic display only
9108.1900,Other
9108.2000,With automatic winding
9108.9000,Other
9109.1000,Electrically operated
9109.9000,Other
9110.1100,"Complete movements, unassembled or partly assembled (movement sets)"
9110.1200,"Incomplete movements, assembled"
9110.1900,Rough movements
9110.9000,Other
9111.1000,Cases of precious metal or of metal clad with precious metal
9111.2000,"Cases of base metal, whether or not gold-or silver-plated"
9111.8000,Other cases
9111.9000,Parts
9112.2000,Cases
9112.9000,Parts
9113.1000,Of precious metal or of metal clad with precious metal
9113.2000,"Of base metal, whether or not gold-or silver-plated"
9113.9000,Other
9114.3000,Dials
9114.4000,Plates and bridges
9114.9000,Other
9201.1000,Upright pianos
9201.2000,Grand pianos
9201.9000,Other
9202.1000,Played with a bow
9202.9000,Other
9205.1000,Brass-wind instruments
9205.9000,Other
9206.0000,"Percussion musical instruments (for example, drums, xylophones, cymbals, castanets, maracas)"
9207.1000,"Keyboard instruments, other than accordions"
9207.9000,Other
9208.1000,Musical boxes
9208.9000,Other
9209.3000,Musical instruments strings - Other
9209.9100,Parts and accessories for pianos
9209.9200,Parts and accessories for the musical instruments of heading 92.02
9209.9400,Parts and accessories for the musical instruments of heading 92.07
9209.9900,Other
9301.1000,"Artillery weapons (for example, guns, howitzers and mortars)"
9301.2000,Rocket launchers; flame-throwers; grenade launchers; torpedo tubes and similar projectors
9301.9010,Fully automatic shotguns - - - Rifles
9301.9021,Bolt action
9301.9022,Semi-automatic
9301.9023,fully automatic
9301.9029,Other
9301.9030,Machine -guns - - - Sub-machine-guns
9301.9041,Fully automatic pistols
9301.9049,Other
9301.9090,Other
9302.0011,Revolvers
9302.0012,"Pistols, single barrel, semi-automatic or otherwise"
9302.0013,"Pistols, multiple barrel"
9302.0019,Other - - - Other
9302.0091,Revolvers
9302.0092,"Pistols, signle barrel , semi-automatic or otherwise"
9302.0093,"Pistols, multiple barrel"
9302.0099,Other
9303.1000,"Muzzle-loading firearms - Other sporting, hunting or target-shooting shotguns, including combination shotgun-rifles: - - - Shotguns, single barrel"
9303.2011,Pump-action
9303.2012,Semi-automatic
9303.2019,Other
9303.2020,"Shotguns, multiple barrel, including combination guns"
9303.2090,"Other - Other sporting, hunting or target-shooting rifles"
9303.3010,Single-shot
9303.3020,Semi-automatic
9303.3090,Other
9303.9000,Other
9304.0000,"Other arms (for example, spring, air or gas guns and pistols, truncheons), excluding those of heading 93.07"
9305.1010,Firing mechanisms
9305.1020,Frames and receivers; barrels; Pistons; locking lugs and gas buffers; Magazines and parts thereof; Silencers(sound moderators) and parts thereof; Butts; grips and plates
9305.1030,Slide (for pistols) and cylinders (for revolvers)
9305.1090,Other - Of shotguns or rifles of heading 93.03
9305.2010,Shotgun barrels
9305.2020,Firing mechanisms
9305.2030,"Frames and receivers, Rilfe barrels, Pistons, looking lugs and gas buffers, Magazines and parts thereof, Silencers(sound moderators) and parts thereof, Flash eliminators and parts thereof"
9305.2040,"Breeches, bolts (gunlocks) and bolt carriers"
9305.2090,Other - Other: - - Of military weapons of heading 93. 01
9305.9111,Firing mechanisms
9305.9112,"Frames and receivers, Barrels, Pistons, locking lugs and gas buffers, Magazines and parts thereof, Silencers(sound moderators) and parts thereof, Flash eliminators and parts thereof"
9305.9113,"Breeches, blts (gunlocks) and bolt carriers"
9305.9119,Other
9305.9190,Other
9305.9900,Other
9306.2100,Cartridges
9306.2900,Other - Other cartridges and parts thereof
9306.3010,Cartridges for riveting or similar tools or for captive-bolt humane killers and parts thereof
9306.3090,Other
9306.9000,Other
9307.0000,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof and scabbards and sheaths therefor"
9401.1000,Seats of a kind used for aircraft - Seats of a kind used for motor vehicles
9401.2010,"For vehicles of heading 87.03 and vehicles of sub-headings 8704.2190, 8704.3130, 8704.3150 and 8704.3190"
9401.2020,"For vehicles of heading 87.02 sub-headings 8701.2020,"
9401.2090,Other - Swivel seats with variable height adjustment
9401.3100,Of wood
9401.3900,"Other - Seats other than garden seats or camping equipment, convertible into beds"
9401.4100,Of wood
9401.4900,"Other - Seats of cane, osier, bamboo or similar materials"
9401.5200,Of bamboo
9401.5300,Of rattan
9401.5900,"Other - Other seats, with wooden frames"
9401.6100,Upholstered
9401.6900,"Other - Other seats, with metal frames"
9401.7100,Upholstered
9401.7900,Other
9401.8000,Other seats - Parts
9401.9100,Of wood - - Other
9401.9910,"Seat parts made of foam, head/arm rests and seat frames for vehicles of heading 87.03 and vehicles of subheadings 8704.2190, 8704.3130, 8704.3150 and"
9401.9920,"Seat parts made of foam, head/ arm rests and seat frames for vehicles of heading 87.02 and sub-headings"
9401.9930,Other for motor cars and vehicles
9401.9990,Other
9402.1010,Dentists' chairs
9402.1090,Other - Other
9402.9010,Operating tables
9402.9020,Hospital beds with mechanical fittings
9402.9090,Other
9403.1000,Metal furniture of a kind used in offices
9403.2000,Other metal furniture
9403.3000,Wooden furniture of a kind used in offices
9403.4000,Wooden furniture of a kind used in the kitchen - Wooden furniture of a kind used in the bedroom
9403.5010,Wooden cabinets
9403.5020,Wooden beds
9403.5090,Other
9403.6000,Other wooden furniture
9403.7000,"Furniture of plastics - Furniture of other materials, including cane, osier, bamboo or similar materials"
9403.8200,Of bamboo
9403.8300,Of rattan
9403.8900,Other - Parts
9403.9100,Of wood
9403.9900,Other
9404.1000,Mattress supports - Mattresses
9404.2100,"Of cellular rubber or plastics, whether or not covered"
9404.2900,Of other materials
9404.3000,Sleeping bags
9404.4000,"Quilts, bedspreads, eiderdowns and duvets (comforters)"
9404.9000,Other
9405.1110,Chandeliers
9405.1190,Other - - Other
9405.1910,Chandeliers
9405.1990,"Other - Electric table, desk, bedside or floor-standing luminaires"
9405.2100,Designed for use solely with light-emitting diode (LED) light sources
9405.2900,Other - Lighting strings of a kind used for Christmas trees
9405.3100,Designed for use solely with light-emitting diode (LED) light sources
9405.3900,Other - Other electric luminaires and lighting fittings
9405.4100,"Photovoltaic, designed for use solely with light-emitting diode (LED) light sources"
9405.4200,"Other, designed for use solely with light-emitting diode (LED) light sources"
9405.4910,Lighting system of a kind used for film shootings
9405.4990,Other - Non-electrical luminaires and lighting fittings
9405.5010,Tubular day lighting device
9405.5090,"Other - Illuminated signs, illuminated name-plates and the like"
9405.6100,Designed for use solely with light-emitting diode (LED) light sources
9405.6900,Other - Parts: - - Of glass
9405.9110,Of chandelier
9405.9190,Other
9405.9200,Of plastics
9405.9900,Other
9406.1010,Green houses
9406.1020,"Dairy, live stock and poultry sheds"
9406.1030,Silos
9406.1040,For cold storage
9406.1090,Other
9406.2000,"Modular building units, of steel - Other"
9406.9010,Green houses
9406.9020,"Dairy, live stock and poultry sheds"
9406.9030,Silos
9406.9040,For cold storage
9406.9050,Modular clean room panels
9406.9090,Other
9503.0010,"Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages"
9503.0020,"Garments and accessories therefor, footwear and headgear"
9503.0030,Aero models
9503.0040,"Parts, accessories, sub-assemblies, mechanical or electrical movements"
9503.0090,Other
9504.2000,Articles and accessories for billiards of all kinds
9504.3000,"Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than automatic bowling alley equipment"
9504.4000,Playing cards
9504.5000,"Video game consoles and machines, other than those of subheading 9504.30"
